Existing account,Duration month,Credit history,Purpose,Credit amount,Saving,Employment duration,Installment rate,Personal status,Debtors,Residential Duration,Property,Age,Installment plans,Housing,Number of credits,Job,Liable People,Telephone,Foreign worker,Classification
3,0.600307717,3,1,0.681003983,0,3,0.756470797,2,0,0.756470797,2,0.440289285,2,1,0.442507049,1,0,1,0,1
1,0.600307717,2,4,0.584599053,1,1,0.756470797,3,0,0.442507049,2,0.10469051,2,0,0,2,0,1,0,2
0,0.125501505,2,7,0.135374416,0,1,1,1,0,1,1,0.136570345,2,1,0,2,0,0,0,2
0,0.258538461,2,0,0.223272786,0,2,1,2,0,0.756470797,2,0.278324539,2,1,0,1,0,0,0,2
3,0.125501505,2,8,0.371648728,4,0,1,2,0,1,1,0.460812845,2,1,0,3,1,1,0,1
1,0.497944926,4,4,0.372960135,0,2,1,3,0,0.442507049,2,0.397474028,2,1,0,2,0,0,0,2
0,0.497944926,0,3,0.586248877,0,1,0,1,0,1,1,0.224797268,2,0,0,2,0,0,0,2
3,0.775615384,2,1,0.541481006,2,2,1,2,0,1,2,0.167148594,2,1,0,2,0,0,0,1
2,0.600307717,2,4,0.703415695,0,3,1,2,0,0.442507049,2,0.196527382,0,1,0,2,0,0,0,1
1,0.356398274,2,9,0.330445662,1,3,0.756470797,2,0,1,0,0.519210956,2,1,0,1,0,0,0,1
0,0.433846128,4,3,0.412864077,0,4,1,2,0,1,2,0.607437879,2,1,0.442507049,2,1,1,0,1
1,0.356398274,4,4,0.618245133,0,2,0,1,0,0,0,0.136570345,2,1,0,1,0,0,0,1
1,0.600307717,2,0,0.364591538,0,1,1,2,0,0,1,0.224797268,2,1,0,2,0,0,0,1
0,0.680542574,2,3,0.621414817,3,4,1,1,0,1,1,0.797535495,2,0,0.442507049,2,0,1,0,1
3,0.433846128,3,3,0.312504214,3,3,0.756470797,1,0,0.442507049,1,0.328280585,2,1,0.442507049,2,0,0,0,1
3,0.356398274,4,0,0.35711379,2,2,1,2,0,1,0,0.607437879,2,1,0,2,0,1,0,1
1,0.125501505,3,0,0.36613565,0,0,1,2,0,1,1,0.655781302,2,1,0,3,0,1,0,2
3,0.356398274,2,4,0.583467432,0,2,0.442507049,2,0,1,2,0.730006638,2,1,0,2,0,1,0,1
3,0.600307717,2,0,0.629930738,0,4,1,1,1,1,3,0.859476806,2,2,0,2,0,1,0,1
3,0.294088411,2,0,0.403224021,1,2,0.756470797,2,0,0.442507049,0,0.440289285,2,0,0,1,0,0,1,1
3,0.125501505,2,0,0.614635143,0,2,0.442507049,2,2,0.756470797,1,0.224797268,2,0,0,2,0,0,0,1
3,0.356398274,4,4,0.475420052,0,4,0.442507049,2,0,0.442507049,3,0.224797268,2,1,0.442507049,2,0,0,0,1
1,0.642578427,0,9,0.814905869,0,4,0.442507049,1,0,1,3,0.573383693,2,2,0.442507049,3,0,1,0,2
3,0.125501505,4,4,0.37146078,1,2,0,1,0,0,1,0.252038927,2,1,0.442507049,2,0,0,0,1
1,0.125501505,2,4,0.08969803,4,4,1,2,0,1,1,0.500246321,2,1,0,2,0,0,0,1
0,0.356398274,4,0,0.49700353,0,2,0.756470797,2,0,0.442507049,0,0.519210956,2,0,0.442507049,1,1,0,1,1
0,0.600307717,2,3,0.577259755,4,2,0.442507049,3,0,1,2,0.03654691,2,1,0,2,0,0,0,2
1,0.74653634,2,3,0.834124598,1,1,1,2,1,0,3,0.303718939,2,0,0,3,0,1,0,2
3,0.600307717,4,3,0.4291231,0,3,1,2,0,0.756470797,1,0.537707281,2,1,0.442507049,2,0,0,0,1
1,0.497944926,2,4,0.383193611,0,4,1,3,2,0.442507049,0,0.375112275,2,1,0,1,0,0,0,1
2,0.125501505,4,0,0.387093954,1,4,0.442507049,0,0,1,2,0.278324539,2,1,0.442507049,2,1,1,0,1
0,0.600307717,2,0,0.586920448,0,1,1,1,0,0,1,0.252038927,2,1,0,2,0,0,0,2
0,0.74653634,2,1,0.718331282,0,4,0.442507049,2,0,1,3,0.573383693,2,2,0,2,1,0,0,1
2,0.258538461,2,4,0.349594462,1,4,0.442507049,0,0,1,0,0.68635955,2,1,0,2,0,0,0,1
1,0.600307717,4,4,0.367478397,1,1,1,2,0,1,3,0.500246321,0,1,0.442507049,2,1,0,0,2
0,0.600307717,2,0,0.365750581,0,1,1,1,0,1,1,0.167148594,2,0,0,2,0,0,0,2
3,0.294088411,2,0,0.384619491,4,2,1,2,2,1,1,0.252038927,2,1,0,1,0,0,0,2
2,0.433846128,4,1,0.521736959,2,2,0.442507049,2,0,0.442507049,2,0.460812845,2,1,0,2,0,1,0,1
1,0.433846128,1,0,0.769713378,1,0,0,2,0,0.442507049,1,0.419187521,2,1,0,3,1,1,0,2
3,0.600307717,2,4,0.402402367,0,2,1,3,0,0.442507049,1,0.278324539,2,1,0,2,0,0,0,1
3,0.775615384,2,1,0.822340734,1,4,1,2,0,0.442507049,2,0.623901466,2,1,0,3,0,1,0,1
0,0.356398274,2,0,0.257882382,0,3,1,2,0,0.442507049,0,0.224797268,2,1,0,2,0,0,0,2
3,0.74653634,2,1,0.681351889,0,2,0.442507049,2,0,0.442507049,3,0.375112275,2,2,0,3,0,1,0,1
2,0.433846128,2,9,0.55193059,0,3,0.442507049,2,0,1,1,0.224797268,2,0,0,2,0,1,0,1
1,0.356398274,3,4,0.197361435,0,2,1,3,1,1,0,0.03654691,2,0,0.442507049,2,0,0,0,1
3,0.600307717,2,0,0.511147617,4,1,1,2,0,0,1,0.757752886,2,1,0,2,0,0,0,1
0,0.125501505,4,0,0.206704793,0,3,1,1,0,0.756470797,1,0.480789044,2,1,0.442507049,2,0,0,1,1
0,0.125501505,4,0,0.393680704,0,1,0.442507049,2,0,1,0,0.537707281,2,1,0,1,1,0,1,1
3,0.74653634,4,3,0.778939626,0,1,0.442507049,1,0,1,1,0.136570345,2,0,0.442507049,2,0,1,0,2
0,0.125501505,2,0,0.364978527,1,4,0.756470797,2,0,0.442507049,1,0.590604292,2,1,0,2,0,1,0,1
3,0.125501505,4,4,0.239071781,4,4,1,2,0,1,3,0.460812845,2,2,0.442507049,2,0,0,0,1
3,0.600307717,4,6,0.71892369,0,4,0.756470797,2,0,1,3,0.607437879,2,2,0.442507049,2,0,0,0,1
0,0.497944926,2,4,0.591859941,0,2,0.442507049,1,0,0.442507049,0,0.167148594,2,1,0,2,0,0,0,2
0,0.851310727,0,3,0.778678229,0,2,0.756470797,2,0,1,3,0.744008224,2,2,0.442507049,2,1,0,0,2
3,0.600307717,2,1,0.612642202,1,3,0.756470797,1,0,1,2,0.136570345,2,1,0,2,0,0,0,1
1,0.497944926,2,4,0.346893795,0,2,1,1,2,1,0,0.224797268,2,1,0,1,1,0,0,1
1,0.629013581,2,1,0.804842103,0,1,0.442507049,2,0,0.756470797,2,0.328280585,2,1,0.442507049,2,0,0,0,1
3,0.433846128,4,7,0.421211453,1,2,1,1,0,0.756470797,2,0.352062362,2,1,0,2,0,0,0,1
3,0,4,4,0.416765846,0,3,0.442507049,2,0,0,0,0.573383693,2,1,0.442507049,1,1,0,0,1
0,0.74653634,2,4,0.515947253,0,2,1,0,0,1,2,0.352062362,2,0,0,2,0,0,0,2
0,0.125501505,2,0,0.226098607,0,1,0.756470797,2,0,1,0,0.555757867,2,1,0,1,1,1,0,1
1,0.74653634,2,7,0.512997487,0,3,0.756470797,2,0,0,2,0.375112275,2,1,0.442507049,2,1,0,0,1
1,0.433846128,2,0,0.547029902,1,2,0.442507049,1,0,1,2,0.278324539,2,0,0.442507049,2,0,1,0,2
3,0.356398274,3,1,0.416765846,0,2,1,3,0,1,0,0.555757867,2,0,0,2,0,0,0,1
3,0.600307717,2,4,0.3849746,1,3,1,3,0,0.756470797,1,0.224797268,2,1,0,2,0,1,0,1
3,0.600307717,2,4,0.585575362,4,1,1,2,0,0.442507049,2,0.196527382,2,1,0.442507049,2,0,0,0,1
2,0.552626872,4,7,0.517659205,0,1,0.442507049,0,0,0,2,0.397474028,2,0,0,2,0,0,0,2
0,0.125501505,2,0,0.395891947,4,0,1,1,0,0.756470797,1,1,2,1,0,3,0,1,0,1
1,0.497944926,4,3,0.620771439,0,4,0.756470797,1,0,1,1,0.480789044,2,1,0,2,0,1,0,1
0,0.851310727,2,0,0.798834124,0,4,1,2,0,1,3,0.573383693,0,2,0,3,0,0,0,2
2,0.497944926,2,3,0.581340239,0,1,0,1,0,0,1,0.623901466,1,1,0,1,0,0,0,1
1,0.356398274,2,4,0.421514939,0,1,0,3,0,0,0,0.136570345,2,0,0,2,0,0,0,2
3,0.600307717,3,0,0.486920304,0,4,1,2,0,1,3,0.835311385,2,2,0.442507049,2,0,1,0,1
0,0.680542574,2,3,0.752073211,4,4,1,2,0,1,1,0.352062362,2,1,0,2,0,0,0,2
2,0.497944926,2,3,0.566774809,0,2,0.442507049,2,0,0,0,0.419187521,2,1,0,1,1,0,0,2
3,0.356398274,4,0,0.374820849,0,4,1,2,0,1,0,0.847491541,2,1,0.442507049,1,0,0,0,1
0,0.600307717,3,0,0.38884546,0,0,1,2,0,0.442507049,0,0.590604292,2,2,0.442507049,2,1,0,0,2
3,0.600307717,4,0,0.485772501,0,2,1,1,0,1,2,0.480789044,2,1,0,2,0,1,0,1
3,0.600307717,2,4,0.424228657,0,3,0.756470797,2,0,0,2,0.375112275,0,1,0,2,1,0,0,1
0,0.356398274,1,4,0.21310319,0,2,1,1,0,1,0,0.167148594,0,1,0,1,0,0,0,2
3,0.851310727,4,1,0.829545459,4,3,0.442507049,2,0,0,3,0.440289285,2,2,0.442507049,2,0,1,0,1
3,0.356398274,4,6,0.321064798,4,3,1,1,0,1,0,0.136570345,2,1,0.442507049,2,0,0,0,1
3,0.125501505,1,4,0.452161201,2,4,0.442507049,2,0,1,1,0.623901466,0,1,0,1,1,0,0,1
0,0.851310727,2,4,0.774721634,0,3,0,3,2,0,0,0.419187521,2,1,0.442507049,2,0,1,0,2
1,0.356398274,4,0,0.482644859,1,1,1,2,0,0,2,0.252038927,2,1,0,2,0,0,0,1
1,0.258538461,2,7,0.364203904,0,3,1,1,0,1,1,0.916684984,2,1,0.442507049,3,0,1,0,1
1,0.356398274,2,4,0.388496212,0,1,0.442507049,2,0,0,2,0.10469051,1,1,0,2,0,0,0,2
1,0.497944926,0,0,0.513508742,1,1,0.756470797,1,0,0.756470797,2,0.278324539,2,1,0.442507049,2,0,0,0,2
3,0.552626872,0,0,0.69658576,4,2,0,1,0,1,1,0.303718939,0,1,0.442507049,2,0,1,0,2
0,0.600307717,1,3,0.616873373,0,3,0.756470797,2,0,1,2,0.252038927,0,1,0,2,0,0,0,2
1,0.497944926,4,3,0.47469715,0,1,0.442507049,2,0,0.442507049,0,0.352062362,2,1,0.442507049,1,0,0,0,2
0,0.600307717,2,1,0.574760982,4,4,1,2,0,1,3,0.68635955,0,2,0,2,1,1,0,1
0,0.600307717,1,4,0.423327595,0,3,1,2,2,1,2,0.167148594,0,0,0,1,0,0,0,2
2,0.125501505,3,4,0.233357184,0,1,0.442507049,1,0,0,1,0.303718939,0,1,0,2,0,0,0,1
1,0.74653634,2,0,0.907630878,4,2,0,2,0,1,3,0.480789044,2,2,0,2,0,1,0,2
1,0.600307717,3,9,0.682639579,4,2,1,2,0,0.442507049,1,0.480789044,0,1,0.442507049,3,0,1,0,1
1,0.600307717,3,4,0.424378496,1,3,0.756470797,1,0,0.442507049,1,0.136570345,2,0,0.442507049,2,0,1,0,1
0,0.356398274,2,0,0.39555312,0,3,0.442507049,0,0,0.756470797,2,0.460812845,2,1,0,2,0,0,0,2
3,0.600307717,4,4,0.542294744,3,4,0.442507049,2,0,0.442507049,2,0.419187521,2,1,0,2,0,0,0,1
1,0.851310727,2,4,0.643290788,4,3,1,2,0,0,2,0.555757867,2,1,0.442507049,2,1,1,0,1
0,0.851310727,2,4,0.766566347,0,2,0.756470797,1,0,0.442507049,2,0.352062362,2,1,0,2,0,1,0,2
0,0.600307717,2,3,0.595047685,0,1,1,1,0,1,0,0.136570345,2,0,0,1,0,1,0,2
3,0.680542574,4,4,0.737086964,0,3,0.756470797,2,1,0.442507049,2,0.500246321,2,1,0,2,0,0,0,1
3,0.600307717,2,1,0.715775171,4,0,0.442507049,1,0,1,1,0.224797268,2,0,0,3,0,1,0,1
0,0.433846128,2,9,0.271850046,0,2,1,1,0,1,1,0.10469051,2,1,0,1,0,0,0,1
1,0.258538461,2,4,0.340324404,0,4,1,2,0,1,2,0.252038927,2,1,0.442507049,1,0,0,0,1
3,0.433846128,4,3,0.560516622,0,3,0.442507049,1,1,0.756470797,2,0.167148594,0,1,0.442507049,2,0,0,0,1
1,0.356398274,2,4,0.572076312,0,3,0.442507049,1,0,0,0,0.252038927,2,1,0,2,0,0,0,1
3,0.600307717,4,7,0.474576448,4,2,0.756470797,1,0,0.442507049,2,0.397474028,2,1,0.442507049,2,0,1,0,1
1,0.74653634,4,0,0.563172184,0,1,1,0,0,1,2,0.252038927,2,1,0.442507049,2,0,0,0,2
3,0.600307717,2,8,0.306865387,0,1,1,3,0,0.756470797,2,0.252038927,2,1,0.442507049,1,0,0,0,1
1,0.497944926,4,0,0.334667933,0,4,0.756470797,2,2,0.756470797,0,0.328280585,0,1,0.442507049,2,0,0,0,2
1,0.356398274,4,0,0.586994948,0,1,0,2,0,0.756470797,0,0.68635955,0,1,0.442507049,1,1,0,0,1
3,0.258538461,2,3,0.398250026,0,2,1,1,0,0.442507049,0,0.224797268,2,0,0,2,0,0,0,1
1,0.74653634,2,6,0.524091205,0,1,1,2,0,0,3,0.397474028,2,0,0,1,0,0,0,2
3,0.356398274,2,0,0.4982065,4,4,1,1,0,1,3,0.730006638,2,2,0,3,0,1,0,1
0,0.497944926,2,3,0.487720412,0,2,0,1,0,1,0,0.03654691,0,0,0,2,0,0,0,2
0,0.258538461,4,0,0.561432892,0,2,0.442507049,2,0,0.442507049,0,0.460812845,2,0,0.442507049,2,1,0,0,1
0,0.356398274,2,3,0.38103828,0,2,1,2,2,0,1,0.071393336,2,1,0,1,0,0,0,1
0,0.497944926,2,5,0.367669587,0,2,1,3,0,0.756470797,0,0.655781302,2,1,0,1,0,1,0,2
0,0.356398274,4,3,0.51021714,0,4,0.756470797,2,0,0.756470797,1,0.835311385,2,1,0.442507049,2,0,0,0,2
0,0.356398274,4,4,0.100182344,0,3,1,1,0,0.756470797,0,0.810340304,2,1,1,1,0,1,0,1
1,0.600307717,3,0,0.479119692,4,2,1,1,0,1,2,0.573383693,2,0,0.442507049,2,0,1,0,1
3,0.552626872,2,9,0.427207253,3,4,1,1,0,1,0,0.460812845,0,1,0,1,0,0,0,1
1,0.600307717,2,0,0.55459975,0,2,0.756470797,1,0,1,1,0.03654691,2,0,0,1,0,1,0,2
0,0.600307717,1,2,0.39316742,4,4,1,2,0,0.756470797,2,0.537707281,1,1,0,3,0,1,0,2
1,0.125501505,1,0,0.305371644,1,1,0,1,0,0,1,0.375112275,1,1,0,1,0,0,0,2
0,0.600307717,2,0,0.40712808,0,3,1,1,0,1,2,0.136570345,2,0,0.442507049,2,0,0,0,2
1,0.600307717,0,9,0.658130843,0,2,0,2,0,1,0,0.460812845,2,1,0.756470797,1,0,1,0,2
3,0.497944926,4,0,0.559429086,0,3,0.442507049,2,0,0.442507049,1,0.352062362,0,1,0.442507049,2,0,0,0,2
3,0.600307717,3,9,0.636405586,0,2,0,2,0,0.442507049,3,0.375112275,2,2,0,2,0,0,0,1
1,0.175307667,2,4,0.518660386,0,1,0,1,2,0,0,0.623901466,2,1,0,2,0,0,0,1
1,0.258538461,2,3,0.302101938,0,2,1,1,0,0,1,0.328280585,2,1,0,2,0,0,0,2
1,0.600307717,1,7,0.463448643,0,3,1,1,0,1,3,0.419187521,0,2,0,1,0,0,0,2
3,0.74653634,2,3,0.603178814,0,2,1,1,0,0.442507049,2,0.278324539,2,1,0,3,0,1,0,2
2,0.294088411,2,3,0.378498241,0,1,1,1,0,0.442507049,1,0.136570345,2,1,0,2,0,0,0,1
0,0.600307717,1,3,0.563831368,2,2,1,2,0,1,0,0.10469051,1,1,0,2,0,1,0,1
3,0.600307717,4,9,0.673266888,0,2,0.756470797,2,0,0.442507049,0,0.99007849,2,1,0,3,0,1,0,1
1,0.74653634,2,4,0.55054089,1,2,1,1,1,1,3,0.701192967,2,2,0,2,0,0,0,2
3,0.497944926,2,4,0.48908566,0,1,1,2,0,0,0,0.397474028,2,1,0,2,0,0,0,1
3,0.433846128,2,1,0.383014761,4,4,1,2,0,1,3,0.623901466,0,2,0,2,1,0,0,1
0,0.356398274,2,5,0.252302976,1,0,1,1,0,0.756470797,1,0.10469051,2,1,0,2,0,0,0,2
2,0.294088411,2,0,0.37202417,1,4,0,1,0,1,3,0.671226448,2,2,0,1,1,0,0,2
0,0.552626872,2,4,0.60373403,3,1,1,1,0,0.442507049,2,0.303718939,0,1,0,2,0,0,0,1
0,0.600307717,1,1,0.622056422,0,2,0,1,2,1,2,0.10469051,0,0,0,2,0,0,1,1
3,0.497944926,3,3,0.459746646,0,3,1,1,0,0,0,0.10469051,2,1,0,2,0,0,0,2
1,0.851310727,0,9,0.904129027,4,2,0.442507049,2,0,0.442507049,2,0.671226448,0,1,0,3,0,1,0,1
1,0.933015988,3,4,0.837272144,4,2,0.442507049,2,0,0.442507049,3,0.252038927,2,2,0,3,0,0,0,1
0,0.125501505,4,0,0.624858661,0,2,0,2,0,0.756470797,0,0.480789044,2,0,0.756470797,2,1,0,0,1
1,0.680542574,2,3,0.609485212,1,2,0.442507049,1,1,1,2,0.071393336,2,0,0,2,0,0,0,2
3,0.356398274,2,0,0.218243521,0,2,1,0,0,0.442507049,0,0.68635955,2,1,0,1,0,0,0,1
1,0.552626872,4,9,0.62333435,0,3,0.442507049,2,0,0.756470797,1,0.252038927,2,1,0.442507049,2,0,0,0,1
3,0.497944926,4,0,0.42090757,0,2,0.756470797,2,0,0.442507049,1,0.375112275,0,1,0.442507049,2,0,0,0,2
3,0.851310727,2,9,0.639457816,4,2,1,0,0,0.442507049,0,0.500246321,0,1,0,2,0,0,0,2
0,0.356398274,2,3,0.466093116,0,1,1,1,0,0,2,0.10469051,2,0,0,2,0,0,0,1
0,0.497944926,2,4,0.544271988,0,2,1,2,0,1,3,0.894323232,2,2,0.442507049,2,0,0,0,2
3,0.433846128,2,4,0.480771416,4,4,1,2,0,0.442507049,2,0.440289285,2,1,0,2,0,0,0,1
2,0.125501505,2,3,0.496344735,0,2,0.442507049,2,0,0.442507049,0,0.555757867,2,1,0,2,0,1,0,1
1,0.258538461,1,0,0.406320116,1,3,0.442507049,2,0,0.756470797,3,0.303718939,2,1,0,2,0,0,0,2
3,0.802590423,4,3,0.646946545,2,2,1,2,0,1,0,0.460812845,2,1,0.442507049,2,0,1,0,1
3,0.258538461,2,7,0.63453056,4,4,0,2,0,1,0,0.882886932,2,1,0,1,0,0,0,1
0,0.600307717,2,4,0.623843564,0,2,0.442507049,1,0,1,2,0.278324539,2,1,0,2,0,0,0,1
0,0.497944926,1,3,0.424378496,0,2,1,2,0,0.756470797,2,0.607437879,0,1,0,2,0,0,0,2
1,0.433846128,2,4,0.407450482,4,1,1,2,0,0,1,0.136570345,2,1,0,2,0,0,0,1
3,0.258538461,2,3,0.480888949,0,1,0.442507049,1,1,0.442507049,2,0,2,0,0.442507049,2,0,0,0,2
1,0.600307717,2,0,0.392653002,0,1,0.756470797,1,0,1,2,0.196527382,2,1,0,1,0,1,0,2
3,0.356398274,2,7,0.399086441,0,4,1,2,0,1,1,0.655781302,0,1,0.756470797,2,1,1,0,1
3,0.600307717,2,4,0.396230281,2,3,1,1,0,0,2,0.278324539,2,1,0,2,0,0,0,1
3,0.933015988,3,4,0.962062022,0,3,0.442507049,2,0,1,2,0.071393336,2,1,0.442507049,2,0,1,0,1
3,0.356398274,2,4,0.415212978,0,1,1,1,0,0.756470797,2,0.419187521,2,1,0,2,1,0,0,1
0,0.802590423,3,4,0.665104047,0,3,0.756470797,2,0,0.442507049,1,0.224797268,0,1,0.442507049,2,1,1,0,2
0,0.497944926,2,7,0.255109396,0,0,1,1,0,0,0,0.252038927,2,1,0,0,0,0,0,2
1,0.433846128,2,6,0.384441733,0,4,1,2,0,1,2,0.500246321,2,1,0.442507049,1,0,0,0,1
3,0.433846128,2,7,0.678201853,1,2,0.756470797,2,0,0.442507049,1,0.537707281,2,1,0,3,0,1,0,2
3,0.600307717,4,4,0.465214959,0,3,1,3,2,0.442507049,2,0.397474028,2,1,0.442507049,2,0,1,0,1
0,0.497944926,4,4,0.468831666,0,3,1,3,0,0,1,0.375112275,2,1,0.442507049,3,0,1,0,1
3,0.74653634,3,9,0.805250786,4,1,1,2,0,1,2,0.252038927,2,0,0.442507049,2,0,1,0,2
0,0.680542574,0,3,0.676179477,0,2,0.442507049,0,2,0.442507049,0,0.375112275,2,1,0.442507049,2,0,0,0,1
3,0.356398274,2,0,0.397914617,2,2,0.442507049,1,0,0.442507049,1,0.224797268,2,1,0,2,0,0,0,2
2,0.600307717,2,0,0.309333852,0,3,1,2,0,0.756470797,3,0.500246321,0,2,0,2,1,0,0,2
0,0.356398274,2,7,0.233697249,0,2,1,2,0,1,2,0.537707281,2,0,0,1,1,0,0,2
0,0.851310727,2,7,0.790066449,0,3,1,2,0,0,3,0.701192967,2,2,0,3,0,1,0,1
1,0.356398274,2,3,0.473971997,0,2,1,2,0,0.442507049,1,0.480789044,2,1,0,1,0,0,0,2
0,0.600307717,2,0,0.516048306,0,4,1,2,1,0,0,0.623901466,2,1,0,2,0,0,0,2
1,0.74653634,3,0,0.808322035,1,4,0.442507049,2,0,1,2,0.573383693,2,1,1,3,0,1,0,2
3,0.600307717,4,1,0.520352572,0,3,1,2,0,0.756470797,2,0.440289285,2,1,0.442507049,2,0,1,0,1
0,0.409773766,2,0,0.642939608,0,0,0,2,0,1,3,0.10469051,2,2,0,2,0,0,0,1
1,0.356398274,2,0,0.294376425,0,4,1,2,0,1,2,0.555757867,0,1,0,1,1,0,0,2
3,0.851310727,2,4,0.86288015,4,3,1,2,0,0.756470797,2,0.480789044,1,1,0,2,0,1,0,1
1,0.680542574,0,9,0.657030775,0,2,0.442507049,1,0,0,2,0.278324539,2,1,0.442507049,2,0,0,0,1
1,0.497944926,4,3,0.75247603,0,4,0.442507049,2,0,0,3,0.555757867,2,1,0,2,0,1,0,1
2,0.356398274,2,4,0.382477383,0,2,0.756470797,3,0,1,0,0.136570345,2,0,0,2,0,0,0,1
0,0.356398274,2,0,0.297497466,4,2,1,3,0,0.442507049,2,0.136570345,2,1,0,2,0,0,0,2
3,0.552626872,2,3,0.509698597,0,4,1,2,0,0.442507049,0,0.701192967,2,1,0.442507049,2,0,0,0,1
1,0.125501505,3,3,0.33334284,0,0,1,2,0,0,1,0.440289285,1,1,0.442507049,3,0,1,0,1
2,0.125501505,4,7,0.332677453,0,2,0.442507049,1,0,1,1,0.701192967,2,1,0,1,0,0,0,1
3,0.600307717,4,2,0.750750001,0,0,1,2,1,0.442507049,3,0.252038927,0,1,0.442507049,3,0,1,0,1
1,0.680542574,1,3,0.613175323,3,2,1,2,0,0.442507049,2,0.419187521,1,1,0,2,1,1,0,1
3,0.851310727,1,9,0.620578078,0,2,0,1,0,0,0,0.252038927,1,1,0,2,0,0,0,1
0,0.356398274,4,0,0.689021355,0,4,0.756470797,2,1,1,1,0.590604292,2,0,0.442507049,2,0,1,0,2
2,0.680542574,4,4,0.578885117,0,4,1,2,0,1,1,0.655781302,2,1,0,2,0,0,0,1
3,0.600307717,4,9,0.652465339,1,2,0.756470797,2,0,0.756470797,1,0.252038927,2,1,0.442507049,1,0,1,0,1
3,0.74653634,2,9,0.728649024,1,3,0.442507049,2,0,0.442507049,2,0.352062362,2,1,0.442507049,2,0,1,0,1
3,0.933015988,2,0,0.866136101,0,4,0.442507049,2,0,1,1,0.573383693,2,1,0,3,0,1,0,1
3,0.125501505,4,0,0.492352323,2,2,0,3,0,0.442507049,2,0.167148594,2,1,0,2,0,0,0,1
3,0.552626872,3,9,0.542475189,2,1,1,2,0,0.442507049,0,0.555757867,0,1,0,1,1,0,0,2
3,0.680542574,4,4,0.673472474,0,3,1,1,0,1,2,0.224797268,2,0,0,3,0,1,0,1
3,0.600307717,4,3,0.703325333,0,4,1,2,0,1,2,0.397474028,2,1,0,2,0,1,0,1
1,1,2,4,0.72261327,1,2,0.442507049,3,0,0.442507049,2,0.167148594,2,1,0,2,0,0,0,2
0,0.600307717,2,4,0.524091205,0,4,1,2,0,1,0,0.882886932,0,0,0,1,0,0,0,1
3,0.497944926,2,4,0.40889579,0,1,0.756470797,1,0,0,0,0.224797268,2,1,0,2,0,0,0,1
3,0.125501505,2,7,0.422120727,0,1,0,1,0,0.442507049,3,0.784507983,2,1,0,2,0,0,0,1
3,0.356398274,2,4,0.513610858,4,2,1,2,0,1,3,0.480789044,2,2,0,2,0,1,0,1
3,0.433846128,3,4,0.412864077,0,2,1,3,0,0.756470797,0,0.397474028,0,1,0.442507049,2,0,0,0,1
3,0.600307717,4,4,0.70119165,0,1,0.756470797,3,0,0.756470797,3,0.655781302,2,2,0.756470797,2,0,1,0,1
1,0.74653634,3,9,0.854417234,1,3,0,2,0,0.756470797,1,0.352062362,2,1,0.442507049,1,1,1,0,1
3,0.933015988,2,0,0.758471784,4,2,1,2,0,1,3,0.419187521,2,2,0,2,1,1,0,1
2,0.294088411,4,4,0.391275637,4,3,1,2,0,0.442507049,1,0.252038927,2,1,0.442507049,2,0,1,0,1
1,0.74653634,3,0,0.566612258,1,4,1,2,0,0.756470797,3,0.328280585,2,2,0,2,0,0,0,1
3,0.258538461,2,4,0.557576986,1,4,0.756470797,2,1,1,2,0.440289285,2,1,0,2,0,1,0,1
0,0.356398274,2,0,0.62327062,3,2,0,2,0,0.756470797,1,0.352062362,2,1,0,2,1,0,0,1
0,0.433846128,4,3,0.31610946,0,2,0.442507049,0,0,0.756470797,1,0.196527382,2,1,0.442507049,2,0,0,0,1
1,0.433846128,2,6,0.547029902,1,2,0.756470797,1,0,0.442507049,0,0.196527382,2,1,0,1,0,0,0,1
1,0.600307717,2,4,0.569360317,1,1,0.442507049,2,0,0,2,0.303718939,2,1,0,2,0,0,0,1
0,0.125501505,4,0,0.682837054,4,1,0,2,0,0.756470797,0,0.607437879,2,1,0.442507049,1,1,0,0,1
3,0.600307717,2,4,0.514120769,0,3,1,2,0,0.442507049,2,0.278324539,2,1,0,2,0,1,0,1
3,0.125501505,2,1,0.37127268,2,2,0.442507049,2,0,1,1,0.701192967,2,0,0,2,0,0,0,1
1,0.356398274,2,4,0.344794826,0,3,1,2,2,0.756470797,0,0.303718939,2,1,0.442507049,2,0,0,1,1
3,0.356398274,4,0,0.304119495,0,0,0,1,0,0.442507049,1,0.500246321,2,1,0,0,0,0,0,1
3,0.497944926,4,4,0.458714959,0,2,1,2,0,0.442507049,2,0.167148594,2,1,0.442507049,2,0,0,0,1
2,0.433846128,2,7,0.471905042,0,4,1,2,0,1,2,0.537707281,2,0,0,3,0,1,0,1
3,0.356398274,2,3,0.348974006,2,2,1,1,0,1,2,0.303718939,2,0,0,1,0,0,0,2
0,0.851310727,4,1,0.751375788,0,4,1,2,0,1,3,0.64001097,2,2,0.442507049,2,0,1,0,2
2,0.600307717,2,4,0.396399264,1,4,1,1,0,0.442507049,3,0.655781302,2,2,0,2,0,1,0,1
1,0.680542574,3,9,0.535425052,1,4,1,2,0,0.442507049,1,0.555757867,1,1,0.442507049,2,0,0,0,1
1,0.642578427,2,9,0.537737549,0,1,1,1,0,0,1,0.375112275,2,1,0,2,1,1,0,1
3,0.433846128,2,0,0.711058517,2,4,0,1,0,1,3,0.440289285,2,2,0,2,0,0,0,1
